,Autocorr_MZ_BROADBAND,Autocorr_DZ_BROADBAND,Autocorr_NT_BROADBAND,Crosscorr MZ_BROADBAND,Crosscorr DZ_BROADBAND,Crosscorr NT_BROADBAND,Autocorr_MZ_DELTA,Autocorr_DZ_DELTA,Autocorr_NT_DELTA,Crosscorr MZ_DELTA,Crosscorr DZ_DELTA,Crosscorr NT_DELTA,Autocorr_MZ_THETA,Autocorr_DZ_THETA,Autocorr_NT_THETA,Crosscorr MZ_THETA,Crosscorr DZ_THETA,Crosscorr NT_THETA,Autocorr_MZ_ALPHA,Autocorr_DZ_ALPHA,Autocorr_NT_ALPHA,Crosscorr MZ_ALPHA,Crosscorr DZ_ALPHA,Crosscorr NT_ALPHA,Autocorr_MZ_BETA,Autocorr_DZ_BETA,Autocorr_NT_BETA,Crosscorr MZ_BETA,Crosscorr DZ_BETA,Crosscorr NT_BETA,Autocorr_MZ_GAMMA,Autocorr_DZ_GAMMA,Autocorr_NT_GAMMA,Crosscorr MZ_GAMMA,Crosscorr DZ_GAMMA,Crosscorr NT_GAMMA,Autocorr_MZ_HIGH GAMMA,Autocorr_DZ_HIGH GAMMA,Autocorr_NT_HIGH GAMMA,Crosscorr MZ_HIGH GAMMA,Crosscorr DZ_HIGH GAMMA,Crosscorr NT_HIGH GAMMA
0,0.9950081202725,0.9913204130733356,0.9919984312145572,0.9714214754726068,0.9638934471512126,0.959286944265789,0.9865405008217047,0.9667196108313773,0.9188126646409962,0.9419690100389526,0.9084856867954444,0.9058600262858928,0.9824239970476912,0.9706252481021732,0.9533961247739688,0.902035569846949,0.8714477565689223,0.8509946710142698,0.99110433087445,0.9654436307359396,0.9597412172904588,0.9370188692320937,0.8769284449741579,0.8206948362602877,0.9897597276552552,0.971779105992884,0.9782701518617596,0.93969829866691,0.92013661818472,0.9245062337853353,0.9848736755298242,0.9810657123545904,0.9820233113720112,0.9033409349373104,0.9134817777821044,0.8961022401863198,0.9840007450719168,0.9795972132215538,0.9819045910920066,0.9115896149100272,0.895635486622566,0.8978838890612605
1,0.994896085647168,0.9944980043031056,0.9697224089152464,0.9729453525716724,0.9629878392708862,0.9512710568554528,0.991157291921398,0.9866058547701684,0.9474055544643084,0.9351447088089296,0.9345974258667924,0.917508861247182,0.9791596754484893,0.9792495487996148,0.9415244612495688,0.8997215171486624,0.8973164049735451,0.8888334897594167,0.9883951585570876,0.9838170235781128,0.9628471994296772,0.9372554275646864,0.8605001344805119,0.8211055206208118,0.9878599052988007,0.9882366765619724,0.9404417513567752,0.937276633850977,0.931237028041295,0.8452835639673582,0.9863896464313744,0.9857820152998094,0.9708451102473434,0.9128470692722792,0.9123680139636058,0.9055387202947704,0.9852555261111056,0.9823392792377188,0.945863483499466,0.9182128770172262,0.8948881267406475,0.876832771095833
2,0.9898175644591654,0.9942490236326968,0.9946807283349568,0.9663896115293082,0.9632676397508086,0.958320053227226,0.946031833038674,0.9859731699893576,0.9853271746084764,0.8373281099442833,0.8871823711535138,0.9385697547002464,0.9487462453966932,0.980860175814586,0.9813750854690164,0.8060422738279933,0.9034215547775428,0.8847005286187164,0.9789959655216413,0.979107118128438,0.982770029212459,0.901918115191017,0.8633816411412212,0.8013026503644409,0.974717385298762,0.98257319810322,0.9892452068868024,0.9052070201019948,0.9136932685231636,0.900812676383916,0.9841006721928982,0.9873412551712268,0.9842613071675196,0.9196158780664558,0.9096103429680836,0.9045066302350088,0.9758299607749108,0.9847455578926853,0.9833620678111928,0.9072756445254128,0.9197052688910252,0.8921206072697275
3,0.991634670698343,0.994458189938236,0.9949020957584832,0.9655213622011112,0.9611797322208332,0.963378922453773,0.9578073457645784,0.9860982197766864,0.9898990650262794,0.9290052294377564,0.8693393779620645,0.9096781961809576,0.917217509463712,0.9851681309224876,0.9833848127089624,0.9039568561129644,0.8934786140402872,0.83669006004773,0.9670225993316232,0.9845049089247544,0.9907429742229596,0.931453698952826,0.8305807188875727,0.8242318795647225,0.9652313248838468,0.9863417106642214,0.9879172592485116,0.918610269199354,0.8998651990516174,0.911088429502504,0.9865782998694632,0.9876076496273704,0.9872617704178134,0.9196869779401824,0.904996856473442,0.9134433382303287,0.9845775830624712,0.9834222600922228,0.9862934299209732,0.9028461682104086,0.9118266174195796,0.9019950152623168
4,0.9939484843797396,0.9926068469656764,0.995400014657809,0.9260319989462404,0.9611564569234468,0.9641187673481042,0.9874327695223688,0.9692398363138373,0.9888027108870858,0.7307474433981399,0.9426353000614496,0.9380212292308968,0.9829116035746772,0.9593640275096248,0.9847980713902929,0.7701838827823986,0.8719895905364612,0.8987127420961183,0.9870356524603376,0.9754669181192,0.9898230412572682,0.8260094573266321,0.8683861925175944,0.9015266083137912,0.9893397798706812,0.9783599413090096,0.9875612651352408,0.8446568404065546,0.8892182351980877,0.913565332254465,0.9845588390996444,0.9808133822761036,0.9840052859663098,0.8283448773288569,0.9010775033006984,0.9122749723122496,0.9836185314718656,0.9808649751640948,0.9850465673021678,0.8021911100956987,0.903312132516766,0.8916957273143147
5,0.9410158163729508,0.9956781135912312,0.9944475392383558,0.8681709122586905,0.962067392990488,0.9531573660455162,0.9421167650656864,0.9885373641665124,0.9887600602269226,0.696972863400076,0.924561279370416,0.9214165260018394,0.8821829263792929,0.984348323522494,0.9808034763191986,0.7974345186626914,0.8588545107640256,0.8429285656729257,0.9003949400181988,0.9839051085262084,0.9811337563823656,0.7905459811969764,0.8816355456706713,0.8519852708451128,0.9001056084828296,0.9849974330284094,0.9820415378510032,0.8148371188903716,0.888742336589874,0.8176158337030478,0.8801530248702509,0.9893536613690904,0.9869540678033972,0.7429067751341735,0.9081761143766802,0.8977455348569163,0.8852033591406252,0.9880138528377216,0.9836874511951268,0.7026358269668057,0.9033868819494222,0.8750212829259552
6,0.9950913796902516,0.9870209674373094,0.928292845499895,0.9688192234336336,0.9718007187202558,0.953324061325776,0.9910445293226908,0.9648985906602326,0.7309694126293493,0.943185771128997,0.9456778527665164,0.894698459302149,0.9898462224647367,0.9622369166685244,0.7073832824794839,0.9194679713990273,0.910849951625962,0.8132806565464477,0.9909641744457858,0.9260854547201184,0.6881848473093639,0.8642488630553675,0.917272061634488,0.7876315350009782,0.9902525914124708,0.940171966179016,0.7738631696930244,0.90413940288421,0.9133598339429204,0.823999346062011,0.9880717021674654,0.9765117247490204,0.7932463916115735,0.9256683979033988,0.9305855085926308,0.8825039635236402,0.9848196780890972,0.9733673930433352,0.8047607299513443,0.9136724385973396,0.9216269505704712,0.8755358094400341
7,0.9849528330310324,0.9942506527839488,0.9428275833418768,0.9743121235809192,0.966229510398222,0.9608144120356276,0.982249173767644,0.9876579331290944,0.7081693322422407,0.947330571629076,0.9107869284352984,0.93055707701375,0.976885847680088,0.9853045184779778,0.6568808557994406,0.9309319261043398,0.8745913560463616,0.9128579565691436,0.9072853342603228,0.9848685360492124,0.6721996857215461,0.952185284356851,0.8273245567680313,0.868321059261878,0.942076253805183,0.9857725353109889,0.7964036511320525,0.9480802318531169,0.8489970346089837,0.9155646102766604,0.9779984390944904,0.984312102578924,0.8103969300745211,0.9285586582675998,0.9234934059253144,0.90708172269328,0.9621384563979724,0.9806612742652376,0.8401931373097721,0.9180666610140968,0.9128592642384544,0.8966392096435767
8,0.9654118170621504,0.99439875822379,0.9939092706540228,0.9737392568915142,0.966505482151883,0.9540689433803176,0.8419747894600489,0.9888826341901882,0.985750912779428,0.9464014677432102,0.9156647882849512,0.9394688622100184,0.940762701930336,0.985868877147562,0.980088014633677,0.9225630385811332,0.87055643876748,0.878569334337959,0.9454167681849814,0.9791266674108297,0.98264542925546,0.9305237385609584,0.8812156614305895,0.892120796284593,0.9618813404031816,0.9852314216083328,0.9757089033699836,0.9185899623684568,0.9091355746215504,0.8828741715006003,0.9380058887878318,0.9887494872109994,0.9867324239407272,0.9349245790104068,0.923005691121634,0.9084938184118968,0.897142935661791,0.9837602297103868,0.9795776751396617,0.9232830206872216,0.9041329790779504,0.8638729006545106
9,0.9699955138495528,0.8907712442193554,0.9950741694273846,0.9371654108633388,0.8593084031587338,0.9660821210943408,0.7848957594269318,0.7772072526524183,0.9825419501410172,0.7870470268982492,0.7292165255762127,0.911315880893104,0.9065540052112604,0.7033925084289514,0.977782527068516,0.8386457419870246,0.6642967301066776,0.847111858972853,0.9289426846483028,0.7714916411574693,0.98558000102933,0.8611388088883288,0.7149426458796185,0.8451865005122359,0.914810945689897,0.7808082870281428,0.9882621952710832,0.8449429704743192,0.7287230686841453,0.9194739519660896,0.9395144802071608,0.7352744904507271,0.9881504918059012,0.8544729795780026,0.6843667062615555,0.9187682194204516,0.9332811273913189,0.732781048923623,0.9836020483526624,0.8151448346502024,0.6466148298259196,0.904737949088429
